image,variance,entropy,sobel_mean,rms_contrast,laplacian_var,skewness,kurtosis,edge_density,megapixels,aspect_ratio
/home/user/tesi/datasets/clic2020/train/abigail-keenan-27293.png,5915.06298828125,6.682657241821289,49.55693817138672,0.30160561203956604,454.398681640625,0.45620232820510864,-1.2629750967025757,0.06675538003663004,2.79552,1.5003663003663004
/home/user/tesi/datasets/clic2020/train/adam-przewoski-193.png,7788.93896484375,4.928915023803711,34.62606430053711,0.3460979163646698,651.906982421875,0.7143365740776062,-1.31007981300354,0.033737389513628584,1.382976,1.0
/home/user/tesi/datasets/clic2020/train/adam-willoughby-knox-56406.png,4194.27978515625,7.147031784057617,63.78421401977539,0.2539736032485962,1023.9684448242188,-0.37364158034324646,-1.0601600408554077,0.13784431008731618,2.78528,1.5058823529411764
/home/user/tesi/datasets/clic2020/train/afroz-nawaf-323.png,3520.4833984375,6.774441719055176,66.81946563720703,0.23268108069896698,1512.2869873046875,0.4775765836238861,-0.2534763813018799,0.08508434924450549,2.79552,1.5003663003663004
/home/user/tesi/datasets/clic2020/train/alberto-restifo-4549.png,3705.110595703125,6.695771217346191,23.5699462890625,0.2387043833732605,255.2646484375,0.06212113797664642,-1.0536203384399414,0.025284461360724743,2.797568,1.499267935578331
/home/user/tesi/datasets/clic2020/train/alec-weir-22151.png,2300.46484375,6.29691219329834,51.50542449951172,0.18809081614017487,1331.573974609375,-1.5083858966827393,0.9071877002716064,0.08784837217428294,2.106368,1.7794117647058822
/home/user/tesi/datasets/clic2020/train/alejandro-escamilla-1.png,5057.1748046875,4.482626914978027,20.325658798217773,0.27887776494026184,214.77342224121094,0.8193190097808838,-0.7079813480377197,0.013511976304945056,2.79552,1.5003663003663004
/home/user/tesi/datasets/clic2020/train/alejandro-escamilla-10.png,4661.2861328125,5.668745517730713,19.584741592407227,0.2677396535873413,148.04356384277344,0.7735854387283325,-0.3543393611907959,0.01424207303113553,2.79552,1.5003663003663004
/home/user/tesi/datasets/clic2020/train/alejandro-escamilla-2.png,2951.890869140625,6.826748371124268,18.370372772216797,0.21306391060352325,58.00968551635742,0.2417283058166504,-0.42534756660461426,0.0070797222348760935,2.809856,1.4927113702623906
/home/user/tesi/datasets/clic2020/train/alejandro-escamilla-23.png,1298.64697265625,6.887577056884766,63.11397171020508,0.1413205862045288,913.9498901367188,-0.4483361840248108,1.814286231994629,0.1132404181184669,3.526656,1.18931475029036
