zcr_mean,zcr_var,rms_mean,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_rolloff_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,file,codec
0.01666065386146497,0.002737514077686113,0.00872871745377779,238.7777827684683,539510.3693042955,147.4032592957492,369.62579617834393,3.361104965209961,-10.569123268127441,-2.629880905151367,-1.8398857116699219,1-100032-A-0.wav,Opus
0.3982166849124204,0.002714237425311728,0.049996696412563324,3539.844430632555,144822.1982355115,1880.9587135129218,5929.53821656051,-23.35635757446289,-43.29358673095703,-12.315983772277832,-50.71780014038086,1-100038-A-14.wav,Opus
0.5057256419187898,0.0073444239241757,0.26723194122314453,2748.3011630300616,66073.87743299983,2105.4482370532173,5019.257563694267,48.42430877685547,-4.915884017944336,9.615715980529785,-10.180055618286133,1-100210-A-36.wav,EnCodec
0.5037072054140127,0.005460392761880463,0.26934126019477844,2769.9809835812166,29439.49337717233,2147.4068516341613,5159.783041401274,48.26584243774414,-4.623915195465088,10.028910636901855,-6.881641387939453,1-100210-B-36.wav,Opus
0.05656909335191083,0.0001742970876226735,0.009001976810395718,1152.0448900347837,85670.2237837619,1676.2106462728723,2647.4422770700635,120.54005432128906,42.17280960083008,24.357202529907227,-1.5311285257339478,1-101296-A-19.wav,Opus
0.061831334593949044,0.0008309913642063379,0.013516604900360107,1091.9827340284362,201776.15978500113,1516.7815701342986,2096.984474522293,135.55239868164062,36.959415435791016,11.777807235717773,-7.544872283935547,1-101296-B-19.wav,Opus
0.016937450238853503,0.0002917479663994197,0.06371847540140152,470.4289159152786,305469.23316213064,654.6077549552273,865.5951433121019,100.81187438964844,11.049348831176758,20.108301162719727,-1.1716431379318237,1-101336-A-30.wav,Opus
0.23790182125796178,0.017050098002264043,0.011444805189967155,3246.0081895820026,294753.50255485845,2339.199104649276,6161.773487261146,9.020901679992676,9.813325881958008,14.467558860778809,2.974407911300659,1-101404-A-34.wav,Opus
0.08793105593152867,0.002806065072780778,0.12582173943519592,1737.1434758341538,304182.82181282894,2041.7682512505173,4305.682722929936,78.99545288085938,9.115158081054688,14.68928050994873,25.98027801513672,1-103298-A-9.wav,Opus
0.00791202229299363,0.0003124824416212312,0.02024257928133011,222.01230808980398,245716.60950409193,313.8710561914055,370.1234076433121,38.68845748901367,1.865142583847046,4.170607566833496,4.511900901794434,1-103995-A-30.wav,Opus
